REPLICATE_2,RESISTANCE,CONVENTIONAL,BLOCK_1,Sarpo Mira,CDTA,52,4.70,0.00,43.62,63.09,0.00,18.12,51.68,0.00,0.00,0.00,0.00,19.46,0.00,0.00,34.90,7.38,23.49,0.00
REPLICATE_2,RESISTANCE,CONVENTIONAL,BLOCK_1,Sarpo Shona,CDTA,53,6.04,0.00,46.31,71.14,0.00,14.77,57.72,0.00,0.00,0.00,0.00,22.15,0.00,0.00,26.17,4.03,21.48,0.00
REPLICATE_2,RESISTANCE,CONVENTIONAL,BLOCK_1,Juliette,CDTA,54,10.07,0.00,48.99,78.52,0.00,11.41,36.91,0.00,0.00,0.00,0.00,22.15,0.00,0.00,20.13,0.00,16.78,0.00
REPLICATE_2,RESISTANCE,CONVENTIONAL,BLOCK_1,Pentland Squ.,CDTA,55,9.40,8.05,41.61,73.15,0.00,10.74,41.61,0.00,0.00,0.00,0.00,20.81,0.00,7.38,21.48,4.03,17.45,0.00
REPLICATE_2,RESISTANCE,CONVENTIONAL,BLOCK_2,Toluca,CDTA,56,17.45,25.50,48.99,69.80,0.00,13.42,35.57,0.00,0.00,0.00,0.00,28.19,0.00,11.41,24.16,4.03,20.81,0.00
REPLICATE_2,RESISTANCE,CONVENTIONAL,BLOCK_2,Sarpo Mira,CDTA,57,10.74,0.00,47.65,66.44,0.00,10.07,45.64,0.00,0.00,0.00,0.00,22.15,0.00,0.00,26.17,3.36,20.81,0.00
REPLICATE_2,RESISTANCE,CONVENTIONAL,BLOCK_2,Sarpo Shona,CDTA,58,8.72,0.00,40.94,66.44,0.00,13.42,46.31,0.00,0.00,0.00,0.00,20.81,0.00,4.70,19.46,0.00,14.77,0.00
REPLICATE_2,RESISTANCE,CONVENTIONAL,BLOCK_2,Juliette,CDTA,59,8.72,0.00,44.30,62.42,0.00,12.08,38.93,0.00,0.00,0.00,0.00,21.48,0.00,9.40,18.79,0.00,16.11,0.00
REPLICATE_2,RESISTANCE,CONVENTIONAL,BLOCK_2,Pentland Squ.,CDTA,60,5.37,5.37,41.61,59.73,0.00,14.77,41.61,0.00,0.00,0.00,0.00,16.11,0.00,4.03,16.78,0.00,12.08,0.00
REPLICATE_2,SUSCEPTIBLE,ORGANIC,BLOCK_1,Almera,CDTA,61,16.11,23.49,49.66,57.05,0.00,16.11,36.91,0.00,0.00,0.00,0.00,30.20,0.00,0.00,28.86,4.70,24.16,0.00
