REPLICATE_1,RESISTANCE,CONVENTIONAL,BLOCK_1,Sarpo Mira,CDTA,12,0.00,0.00,36.24,58.39,0.00,13.42,42.28,0.00,0.00,0.00,0.00,14.77,0.00,4.03,28.19,0.00,17.45,0.00
REPLICATE_1,RESISTANCE,CONVENTIONAL,BLOCK_1,Sarpo Shona,CDTA,13,0.00,0.00,44.30,59.06,0.00,11.41,47.65,0.00,0.00,0.00,0.00,18.12,0.00,5.37,22.15,0.00,18.12,0.00
REPLICATE_1,RESISTANCE,CONVENTIONAL,BLOCK_1,Juliette,CDTA,14,8.72,0.00,46.31,84.56,0.00,12.75,37.58,0.00,0.00,0.00,0.00,20.81,0.00,8.05,26.85,0.00,22.82,0.00
REPLICATE_1,RESISTANCE,CONVENTIONAL,BLOCK_1,Pentland Squ.,CDTA,15,8.05,0.00,42.95,67.79,0.00,10.07,40.94,0.00,0.00,0.00,0.00,18.79,0.00,8.05,22.82,0.00,18.79,0.00
REPLICATE_1,RESISTANCE,CONVENTIONAL,BLOCK_2,Toluca,CDTA,16,10.07,12.08,40.27,57.72,0.00,8.05,32.89,0.00,0.00,0.00,0.00,21.48,0.00,0.00,17.45,0.00,14.09,0.00
REPLICATE_1,RESISTANCE,CONVENTIONAL,BLOCK_2,Sarpo Mira,CDTA,17,7.38,0.00,46.98,68.46,0.00,8.05,46.31,0.00,0.00,0.00,0.00,20.13,0.00,0.00,24.83,0.00,18.12,0.00
REPLICATE_1,RESISTANCE,CONVENTIONAL,BLOCK_2,Sarpo Shona,CDTA,18,6.71,0.00,43.62,63.09,0.00,12.75,49.66,0.00,0.00,0.00,0.00,20.81,0.00,8.05,17.45,0.00,14.09,0.00
REPLICATE_1,RESISTANCE,CONVENTIONAL,BLOCK_2,Juliette,CDTA,19,6.71,0.00,44.30,62.42,0.00,10.07,51.01,0.00,0.00,0.00,0.00,20.13,0.00,0.00,18.79,0.00,14.77,0.00
REPLICATE_1,RESISTANCE,CONVENTIONAL,BLOCK_2,Pentland Squ.,CDTA,20,3.36,0.00,37.58,56.38,0.00,12.08,43.62,0.00,0.00,0.00,0.00,15.44,0.00,0.00,14.77,0.00,9.40,0.00
REPLICATE_1,SUSCEPTIBLE,ORGANIC,BLOCK_1,Almera,CDTA,21,12.75,14.77,44.30,71.81,0.00,11.41,32.89,0.00,0.00,0.00,0.00,24.16,0.00,0.00,27.52,0.00,20.81,0.00
