REPLICATE_2,RESISTANCE,ORGANIC,BLOCK_1,Sarpo Mira,CDTA,42,5.37,0.00,44.97,63.09,0.00,11.41,49.66,0.00,0.00,0.00,0.00,16.78,0.00,0.00,32.89,6.04,24.16,0.00
REPLICATE_2,RESISTANCE,ORGANIC,BLOCK_1,Sarpo Shona,CDTA,43,19.46,12.75,51.01,83.89,0.00,12.08,47.65,0.00,0.00,0.00,0.00,26.17,0.00,4.70,33.56,4.03,29.53,0.00
REPLICATE_2,RESISTANCE,ORGANIC,BLOCK_1,Juliette,CDTA,44,17.45,11.41,57.05,85.23,0.00,13.42,46.31,0.00,0.00,0.00,0.00,27.52,0.00,3.36,30.87,6.71,23.49,0.00
REPLICATE_2,RESISTANCE,ORGANIC,BLOCK_1,Pentland Squ.,CDTA,45,15.44,26.17,48.99,65.10,0.00,10.74,40.94,0.00,0.00,0.00,0.00,19.46,0.00,0.00,21.48,0.00,17.45,0.00
REPLICATE_2,RESISTANCE,ORGANIC,BLOCK_2,Toluca,CDTA,46,14.09,8.72,49.66,77.85,0.00,13.42,41.61,0.00,0.00,0.00,0.00,24.83,0.00,0.00,22.15,4.70,16.11,0.00
REPLICATE_2,RESISTANCE,ORGANIC,BLOCK_2,Sarpo Mira,CDTA,47,10.74,0.00,49.66,64.43,0.00,10.74,44.97,0.00,0.00,0.00,0.00,18.12,0.00,0.00,24.83,3.36,19.46,0.00
REPLICATE_2,RESISTANCE,ORGANIC,BLOCK_2,Sarpo Shona,CDTA,48,15.44,0.00,51.01,75.84,0.00,10.74,46.31,0.00,0.00,0.00,0.00,24.16,0.00,0.00,23.49,0.00,20.81,0.00
REPLICATE_2,RESISTANCE,ORGANIC,BLOCK_2,Juliette,CDTA,49,17.45,20.13,51.01,69.13,0.00,15.44,40.27,0.00,0.00,0.00,0.00,24.16,0.00,0.00,28.19,4.70,22.82,0.00
REPLICATE_2,RESISTANCE,ORGANIC,BLOCK_2,Pentland Squ.,CDTA,50,14.09,20.81,48.32,73.15,0.00,12.08,44.97,0.00,0.00,0.00,0.00,21.48,0.00,0.00,24.16,5.37,20.13,0.00
REPLICATE_2,RESISTANCE,CONVENTIONAL,BLOCK_1,Toluca,CDTA,51,11.41,4.70,50.34,82.55,0.00,15.44,38.93,0.00,0.00,0.00,0.00,24.83,0.00,0.00,22.15,6.71,20.13,0.00
