Soltu.DM.12G000010,1670.610768,2105.385163,1380.069828,1729.348594,1683.673903,1687.259304,1623.81414,1802.00041,1567.309625,1768.587779,1469.6647
Soltu.DM.12G000030,2329.995776,2416.322829,2124.672068,1850.117153,2029.084103,2261.697459,2409.638528,2486.286722,2073.804169,2043.319861,2695.812141
Soltu.DM.12G000040,635.3383375,591.9054373,407.5281274,575.2585199,319.7052546,544.4940383,480.8576468,571.3999754,339.9678966,444.2932892,281.5668292
Soltu.DM.12G000050,2361.636131,1927.438908,1432.564977,2111.663262,1241.06688,2020.311213,1711.425199,1878.651626,1216.969826,1465.237772,1573.349782
Soltu.DM.12G000060,280.9663564,252.8709938,225.1765585,256.5438617,261.8691281,220.6086956,238.0880699,248.0712088,274.2791844,227.5125056,213.0776005
Soltu.DM.12G000070,0,0,0,0,1.606559068,0,1.337573426,0,0,0.715448131,0.951239288
Soltu.DM.12G000080,117.7021223,162.9613071,232.0838149,109.3348491,424.9348735,143.6095387,238.0880699,111.4926781,376.8457701,129.4961117,506.0593011
Soltu.DM.12G000100,60.74948247,74.92473889,71.83546653,80.75057484,99.60666223,83.11020113,62.19716433,83.61950859,92.77090059,133.0733523,137.9296967
Soltu.DM.12G000110,1892.093256,1683.933507,1609.39074,1715.056457,1853.969165,2021.533422,2194.957993,1542.779934,1716.549769,1415.156403,1693.205932
Soltu.DM.12G000120,22.78105593,28.09677709,82.88707676,33.58652228,174.3116589,63.55485969,180.5724126,44.59707125,163.6455638,62.24398737,163.6131575
Soltu.DM.12G000130,2212.293653,820.4258909,1317.904521,1802.9531,1092.460166,1404.317957,1235.249059,1718.380902,1022.784774,1356.489656,670.6236978
Soltu.DM.12G000140,188.5765185,112.3871083,120.1862613,166.5033977,122.9017687,142.3873299,119.0440349,154.6960909,110.0574038,105.8863233,117.0024324
Soltu.DM.12G000150,230.3417877,271.6021785,227.9394611,160.071936,230.5412263,190.0534746,170.5406119,133.7912137,250.6542966,172.4229995,275.8593934
Soltu.DM.12G000160,2147.747328,2644.843283,1882.918094,2200.274513,1842.723251,2233.586655,1928.112094,2288.387218,1757.46116,1981.075874,1740.767897
Soltu.DM.12G000170,34.17158389,78.67097584,26.24757431,40.01798399,28.11478369,53.77718896,36.78326923,48.77804668,31.69192256,30.76426962,50.41568225
Soltu.DM.12G000180,139.217564,219.1548613,147.8152869,125.0562,138.9673594,161.3315669,145.7955035,156.0897494,169.4077315,116.6180453,234.0048648
Soltu.DM.12G000190,383.4811081,374.6236945,288.7233174,365.1641039,253.8363328,324.496447,304.2979545,372.1068132,271.9743173,296.1955261,319.6164007
Soltu.DM.12G000250,29.10912702,52.44731723,37.29918454,36.44494971,19.27870882,50.72166686,54.17172377,54.35268058,31.69192256,57.95129859,46.6107251
Soltu.DM.12G000260,2.531228436,3.746236945,4.144353838,2.143820571,8.836074875,7.333253041,10.0318007,1.393658477,7.49081806,2.861792523,11.41487145
Soltu.DM.12G000270,502.4488446,625.6215698,455.8789222,549.532673,518.918579,640.4374322,608.595909,611.8160712,493.8177752,545.8869237,578.3534869
